TAG,shipname,definition,hull,version_name,pride_of_the_fleet,location,task_force_name,naval_base,fleet_name
CHI,CNS Qi 20,submarine,ship_hull_submarine_2,U-Boot Class VIIC/41,,7014,103 Submarine Fleet,7014,1st Submarine Fleet
CHI,CNS Shenyang,battleship,ship_hull_pre_dreadnought_0,Shenyang Class,,10000,2nd Task Force,10000,1st Squad Fleet
CHI,CNS Changsha,battleship,ship_hull_pre_dreadnought_0,Shenyang Class,,10000,2nd Task Force,10000,1st Squad Fleet
CHI,CNS Chóngqìng,battleship,ship_hull_pre_dreadnought_0,Chóngqìng Class,,10000,2nd Task Force,10000,1st Squad Fleet
CHI,CNS Hénán,battleship,ship_hull_pre_dreadnought_0,Hénán Class,,10000,2nd Task Force,10000,1st Squad Fleet
CHI,CNS Hebei,battleship,ship_hull_pre_dreadnought_0,Hénán Class,,10000,2nd Task Force,10000,1st Squad Fleet
CHI,CNS Hai Tien,heavy_cruiser,ship_hull_cruiser_defenced_cruiser,Hai Tien Class,,10000,3rd Task Force,10000,1st Squad Fleet
CHI,CNS Peng Chao Hai,light_cruiser,ship_hull_cruiser_coastal_defense_ship_1,Peng Chao Hai Class,,10000,3rd Task Force,10000,1st Squad Fleet
CHI,CNS Chin Ou,light_cruiser,ship_hull_cruiser_coastal_defense_ship_1,Chin Ou Class,,10000,3rd Task Force,10000,1st Squad Fleet
CHI,CNS Hai Yung,light_cruiser,ship_hull_cruiser_defenced_cruiser,Hai Yung Class,,7014,4th Task Force,10000,1st Squad Fleet
CHI,CNS Hai Shew,light_cruiser,ship_hull_cruiser_defenced_cruiser,Hai Yung Class,,7014,4th Task Force,10000,1st Squad Fleet
CHI,CNS Hai Shen,light_cruiser,ship_hull_cruiser_defenced_cruiser,Hai Yung Class,,7014,4th Task Force,10000,1st Squad Fleet
CHI,CNS Fei Yuan,light_cruiser,ship_hull_cruiser_defenced_cruiser,Fei Yuan Class,,7014,4th Task Force,10000,1st Squad Fleet
CHI,CNS Chao Ho,light_cruiser,ship_hull_cruiser_defenced_cruiser,Chao Ho Class,,7014,4th Task Force,10000,1st Squad Fleet
CHI,CNS Ying Swei,light_cruiser,ship_hull_cruiser_defenced_cruiser,Chao Ho Class,,7014,4th Task Force,10000,1st Squad Fleet
CHI,CNS Chiangtzu,light_cruiser,ship_hull_cruiser_1,Chiangtzu Class,,7014,5th Task Force,10000,1st Squad Fleet
CHI,CNS Fei Ting,light_cruiser,ship_hull_cruiser_0_transport_remodeling,Fei Ting Class,,7014,6th Task Force,10000,1st Squad Fleet
CHI,CNS Fei Ying,light_cruiser,ship_hull_cruiser_0_transport_remodeling,Fei Ying Class,,7014,6th Task Force,10000,1st Squad Fleet
CHI,CNS Ning Hai,light_cruiser,ship_hull_cruiser_scout_cruiser,Ning Hai Class,,7014,6th Task Force,10000,1st Squad Fleet
CHI,CNS Ping Hai,light_cruiser,ship_hull_cruiser_scout_cruiser,Ning Hai Class,,7014,6th Task Force,10000,1st Squad Fleet
CHI,CNS Hai Hola,destroyer,ship_hull_light_2,Hai Hola Class,,7014,7th Task Force,10000,1st Squad Fleet
CHI,CNS Hai Lung,destroyer,ship_hull_light_2,Hai Lung Class,,7014,7th Task Force,10000,1st Squad Fleet
CHI,CNS Hai Nju,destroyer,ship_hull_light_2,Hai Nju Class,,7014,7th Task Force,10000,1st Squad Fleet
CHI,CNS Fu Bo,destroyer,ship_hull_light_0,Chang Feng Class,,7014,7th Task Force,10000,1st Squad Fleet
CHI,CNS Fei Yuen,destroyer,ship_hull_light_0,Chang Feng Class,,7014,7th Task Force,10000,1st Squad Fleet
CHI,CNS Chen Tung,destroyer,ship_hull_light_1,Chen Tung Class,,7014,7th Task Force,10000,1st Squad Fleet
CHI,CNS Chen Hsi,destroyer,ship_hull_light_1,Chen Tung Class,,7014,7th Task Force,10000,1st Squad Fleet
CHI,CNS Chen Nan,destroyer,ship_hull_light_1,Chen Tung Class,,7014,7th Task Force,10000,1st Squad Fleet
CHI,CNS Chen Pei,destroyer,ship_hull_light_1,Chen Tung Class,,7014,7th Task Force,10000,1st Squad Fleet
CHI,CNS Yung Hsiang,frigate,ship_hull_light_monitor,Yung Hsiang Class,,10000,8th Task Force,10000,1st Squad Fleet
CHI,CNS Yung Feng,frigate,ship_hull_light_monitor,Yung Hsiang Class,,10000,8th Task Force,10000,1st Squad Fleet
CHI,CNS Yongjian,frigate,ship_hull_light_monitor,Yongjian Class,,10000,8th Task Force,10000,1st Squad Fleet
CHI,CNS Yongji,frigate,ship_hull_light_monitor,Yongjian Class,,10000,8th Task Force,10000,1st Squad Fleet
CHI,CNS Yi Xian,frigate,ship_hull_light_monitor,Yi Xian Class,,10000,8th Task Force,10000,1st Squad Fleet
CHI,CNS Kuan Chuan,frigate,ship_hull_light_monitor,Kuan Chuan Class,,10000,8th Task Force,10000,1st Squad Fleet
CHI,CNS An Feng,frigate,ship_hull_light_monitor,Kuan Chuan Class,,10000,8th Task Force,10000,1st Squad Fleet
CHI,CNS Lien Ching,frigate,ship_hull_light_monitor,Kuan Chuan Class,,10000,8th Task Force,10000,1st Squad Fleet
NAF,MRL Alberto di Giussano,light_cruiser,ship_hull_cruiser_1,Alberto di Giussano Class,,1130,La principale flotta libica,1130,Flotta principale
NAF,MRL Eritrea,light_cruiser,ship_hull_cruiser_1,Eritrea Class,,1130,La principale flotta libica,1130,Flotta principale
NAF,MRL Giuseppe Sirtori,destroyer,ship_hull_light_1_old,Giuseppe Sirtori Class,,1130,La principale flotta libica,1130,Flotta principale
NAF,MRL Vincenzo Giordano Orsini,destroyer,ship_hull_light_1_old,Giuseppe Sirtori Class,,1130,La principale flotta libica,1130,Flotta principale
NAF,MRL Francesco Stucco,destroyer,ship_hull_light_1_old,Giuseppe Sirtori Class,,1130,La principale flotta libica,1130,Flotta principale
NAF,MRL Polluce,destroyer,ship_hull_large_frigate,Alcione Class,,1130,La principale flotta libica,1130,Flotta principale
NAF,MRL Pleiadi,destroyer,ship_hull_large_frigate,Alcione Class,,1130,La principale flotta libica,1130,Flotta principale
NAF,MRL Dardo,destroyer,ship_hull_light_1,Freccia Class,,1149,Prima flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Climene,destroyer,ship_hull_large_frigate,Climene Class,,1149,Prima flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Lira,destroyer,ship_hull_large_frigate,Alcione Class,,1149,Prima flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Canopo,destroyer,ship_hull_large_frigate,Climene Class,,1149,Prima flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Cassiopea,destroyer,ship_hull_large_frigate,Climene Class,,1149,Prima flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Castore,destroyer,ship_hull_large_frigate,Climene Class,,1149,Prima flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Centauro,destroyer,ship_hull_large_frigate,Climene Class,,1149,Prima flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Cigno,destroyer,ship_hull_large_frigate,Climene Class,,1149,Prima flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Freccia,destroyer,ship_hull_light_1,Freccia Class,,1130,Seconda flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Lupo,destroyer,ship_hull_large_frigate,Alcione Class,,1130,Seconda flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Aldebaran,destroyer,ship_hull_large_frigate,Perseo Class,,1130,Seconda flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Altair,destroyer,ship_hull_large_frigate,Perseo Class,,1130,Seconda flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Andromeda,destroyer,ship_hull_large_frigate,Perseo Class,,1130,Seconda flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Antares,destroyer,ship_hull_large_frigate,Perseo Class,,1130,Seconda flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Sagittario,destroyer,ship_hull_large_frigate,Perseo Class,,1130,Seconda flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Saetta,destroyer,ship_hull_light_1,Freccia Class,,1130,Terza flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Sirio,destroyer,ship_hull_large_frigate,Perseo Class,,1130,Terza flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Vega,destroyer,ship_hull_large_frigate,Perseo Class,,1130,Terza flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Airone,destroyer,ship_hull_large_frigate,Alcione Class,,1130,Terza flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Alcione,destroyer,ship_hull_large_frigate,Alcione Class,,1130,Terza flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Aretusa,destroyer,ship_hull_large_frigate,Alcione Class,,1130,Terza flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Ariel,destroyer,ship_hull_large_frigate,Alcione Class,,1130,Terza flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Pallade,destroyer,ship_hull_large_frigate,Alcione Class,,1130,Terza flotta di ricognizione libica,1130,Flotta principale
NAF,MRL Strale,destroyer,ship_hull_light_1,Freccia Class,,1149,Quarta Flotta di ricognizione Libia,1130,Flotta principale
NAF,MRL Calipso,destroyer,ship_hull_large_frigate,Alcione Class,,1149,Quarta Flotta di ricognizione Libia,1130,Flotta principale
NAF,MRL Calliope,destroyer,ship_hull_large_frigate,Alcione Class,,1149,Quarta Flotta di ricognizione Libia,1130,Flotta principale
NAF,MRL Circe,destroyer,ship_hull_large_frigate,Alcione Class,,1149,Quarta Flotta di ricognizione Libia,1130,Flotta principale
NAF,MRL Clio,destroyer,ship_hull_large_frigate,Alcione Class,,1149,Quarta Flotta di ricognizione Libia,1130,Flotta principale
NAF,MRL Libra,destroyer,ship_hull_large_frigate,Alcione Class,,1149,Quarta Flotta di ricognizione Libia,1130,Flotta principale
NAF,MRL Lince,destroyer,ship_hull_large_frigate,Alcione Class,,1149,Quarta Flotta di ricognizione Libia,1130,Flotta principale
NAF,MRL Partenope,destroyer,ship_hull_large_frigate,Alcione Class,,1149,Quarta Flotta di ricognizione Libia,1130,Flotta principale
IRE,LÉ Cliona,frigate,ship_hull_frigate_1,Flower Class,,7377,1st Coastal Guard,7377,1st Fleet
IRE,LÉ Maev,frigate,ship_hull_frigate_1,Flower Class,,7377,1st Coastal Guard,7377,1st Fleet
IRE,LÉ Macha,frigate,ship_hull_frigate_1,Flower Class,,7377,1st Coastal Guard,7377,1st Fleet
GER,Admiral Scheer,heavy_cruiser,heavy_cruiser_1,Deutschland Class,,241,Hochseeflotte,241,Kriegsmarine
GER,Admiral Hipper,heavy_cruiser,light_cruiser_2,Admiral Hipper Class,,241,Hochseeflotte,241,Kriegsmarine
GER,Blücher,heavy_cruiser,light_cruiser_2,Admiral Hipper Class,,241,Hochseeflotte,241,Kriegsmarine
GER,Prinz Eugen,heavy_cruiser,light_cruiser_2,Admiral Hipper Class,,241,Hochseeflotte,241,Kriegsmarine
GER,Seydlitz,heavy_cruiser,light_cruiser_2,Admiral Hipper Class,,241,Hochseeflotte,241,Kriegsmarine
ITA,Leonardo da Vinci,battleship,ship_hull_super_heavy_1,Leonardo da Vinci Class,yes,11837,1ª Squadriglia corazzata,11837,Forze d'Altura
ITA,Valcamonica,battleship,ship_hull_heavy_2,Valcamonica Class,,11837,1ª Squadriglia corazzata,11837,Forze d'Altura
ITA,Dante Alighieri,battleship,ship_hull_heavy_2,Valcamonica Class,,11837,1ª Squadriglia corazzata,11837,Forze d'Altura
ITA,Re Galantuomo,battleship,ship_hull_heavy_2,Valcamonica Class,,11837,1ª Squadriglia corazzata,11837,Forze d'Altura
ITA,Italia,battleship,ship_hull_heavy_1,Italia Class,,11837,2ª Squadriglia corazzata,11837,Forze d'Altura
ITA,Vittorio Veneto,battleship,ship_hull_heavy_0,Vittorio Veneto Class,,11837,2ª Squadriglia corazzata,11837,Forze d'Altura
ITA,Littorio,battleship,ship_hull_heavy_0,Vittorio Veneto Class,,11837,2ª Squadriglia corazzata,11837,Forze d'Altura
ITA,Impero,battleship,ship_hull_heavy_0,Vittorio Veneto Class,,11837,2ª Squadriglia corazzata,11837,Forze d'Altura
ITA,Roma,battleship,ship_hull_heavy_0,Vittorio Veneto Class,,11837,2ª Squadriglia corazzata,11837,Forze d'Altura
ITA,Falco,carrier,ship_hull_carrier_2,Falco Class,,11837,1ª Squadriglia portaerei,11837,Forze d'Altura
ITA,Cassowarya,carrier,ship_hull_carrier_2,Falco Class,,11837,1ª Squadriglia portaerei,11837,Forze d'Altura
ITA,Lepre di bosco,carrier,ship_hull_carrier_2,Falco Class,,11837,1ª Squadriglia portaerei,11837,Forze d'Altura
ITA,Gufo,carrier,ship_hull_carrier_2,Falco Class,,11837,1ª Squadriglia portaerei,11837,Forze d'Altura
ITA,Vipsanio Agrippa,light_cruiser,ship_hull_cruiser_3,Capitani Romani Class,,11837,1ª Squadriglia portaerei,11837,Forze d'Altura
ITA,Comandante Margottini,destroyer,ship_hull_light_3,Comandanti Medaglie d'Oro Class,,11837,1ª Squadriglia portaerei,11837,Forze d'Altura
ITA,Comandante Baroni,destroyer,ship_hull_light_3,Comandanti Medaglie d'Oro Class,,11837,1ª Squadriglia portaerei,11837,Forze d'Altura
ITA,Comandante Borsini,destroyer,ship_hull_light_3,Comandanti Medaglie d'Oro Class,,11837,1ª Squadriglia portaerei,11837,Forze d'Altura
ITA,Comandante Botti,destroyer,ship_hull_light_3,Comandanti Medaglie d'Oro Class,,11837,1ª Squadriglia portaerei,11837,Forze d'Altura
ITA,Avvoltoio,light_carrier,ship_hull_light_carrier_2,Avvoltoio Class,,11837,2ª Squadriglia portaerei,11837,Forze d'Altura
ITA,Corvi,light_carrier,ship_hull_light_carrier_2,Avvoltoio Class,,11837,2ª Squadriglia portaerei,11837,Forze d'Altura
ITA,Poiana comune,light_carrier,ship_hull_light_carrier_2,Avvoltoio Class,,11837,2ª Squadriglia portaerei,11837,Forze d'Altura
ITA,Astore,light_carrier,ship_hull_light_carrier_2,Avvoltoio Class,,11837,2ª Squadriglia portaerei,11837,Forze d'Altura
ITA,Ottaviano Augusto,light_cruiser,ship_hull_cruiser_3,Capitani Romani Class,,11837,2ª Squadriglia portaerei,11837,Forze d'Altura
ITA,Comandante Giobbe,destroyer,ship_hull_light_3,Comandanti Medaglie d'Oro Class,,11837,2ª Squadriglia portaerei,11837,Forze d'Altura
ITA,Comandante Giorgis,destroyer,ship_hull_light_3,Comandanti Medaglie d'Oro Class,,11837,2ª Squadriglia portaerei,11837,Forze d'Altura
ITA,Comandante Milano,destroyer,ship_hull_light_3,Comandanti Medaglie d'Oro Class,,11837,2ª Squadriglia portaerei,11837,Forze d'Altura
ITA,Comandante Moccagatta,destroyer,ship_hull_light_3,Comandanti Medaglie d'Oro Class,,11837,2ª Squadriglia portaerei,11837,Forze d'Altura
ITA,Bolzano,heavy_cruiser,ship_hull_cruiser_2,Bolzano Class,,11837,1ª Squadriglia incrociatore,11837,Forze d'Altura
ITA,Trento,heavy_cruiser,ship_hull_cruiser_1,Trento Class,,11837,1ª Squadriglia incrociatore,11837,Forze d'Altura
ITA,Trieste,heavy_cruiser,ship_hull_cruiser_1,Trento Class,,11837,1ª Squadriglia incrociatore,11837,Forze d'Altura
ITA,Ulpio Traiano,light_cruiser,ship_hull_cruiser_3,Capitani Romani Class,,11837,1ª Squadriglia incrociatore,11837,Forze d'Altura
ITA,Paolo Emilio,light_cruiser,ship_hull_cruiser_3,Capitani Romani Class,,11837,1ª Squadriglia incrociatore,11837,Forze d'Altura
ITA,Zara,heavy_cruiser,ship_hull_cruiser_1,Zara Class,,11837,2ª Squadriglia incrociatore,11837,Forze d'Altura
ITA,Fiume,heavy_cruiser,ship_hull_cruiser_1,Zara Class,,11837,2ª Squadriglia incrociatore,11837,Forze d'Altura
ITA,Gorizia,heavy_cruiser,ship_hull_cruiser_1,Zara Class,,11837,2ª Squadriglia incrociatore,11837,Forze d'Altura
ITA,Pola,heavy_cruiser,ship_hull_cruiser_1,Zara Class,,11837,2ª Squadriglia incrociatore,11837,Forze d'Altura
ITA,Comandante Casana,destroyer,ship_hull_light_3,Comandanti Medaglie d'Oro Class,,11837,1ª Squadriglia Cacciatorpediniere,11837,Forze d'Altura
ITA,Comandante Corsi,destroyer,ship_hull_light_3,Comandanti Medaglie d'Oro Class,,11837,1ª Squadriglia Cacciatorpediniere,11837,Forze d'Altura
ITA,Comandante De Cristofaro,destroyer,ship_hull_light_3,Comandanti Medaglie d'Oro Class,,11837,1ª Squadriglia Cacciatorpediniere,11837,Forze d'Altura
ITA,Comandante Dell'Anno,destroyer,ship_hull_light_3,Comandanti Medaglie d'Oro Class,,11837,1ª Squadriglia Cacciatorpediniere,11837,Forze d'Altura
ITA,Comandante Esposito,destroyer,ship_hull_light_3,Comandanti Medaglie d'Oro Class,,11837,1ª Squadriglia Cacciatorpediniere,11837,Forze d'Altura
ITA,Comandante Fiorelli,destroyer,ship_hull_light_3,Comandanti Medaglie d'Oro Class,,11837,1ª Squadriglia Cacciatorpediniere,11837,Forze d'Altura
ITA,Comandante Fontana,destroyer,ship_hull_light_3,Comandanti Medaglie d'Oro Class,,11837,1ª Squadriglia Cacciatorpediniere,11837,Forze d'Altura
ITA,Comandante Giannattasio,destroyer,ship_hull_light_3,Comandanti Medaglie d'Oro Class,,11837,1ª Squadriglia Cacciatorpediniere,11837,Forze d'Altura
ITA,Caio Duilio,battleship,ship_hull_dreadnought,Caio Duilio Class,,11837,3ª Squadriglia corazzata,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Andrea Doria,battleship,ship_hull_dreadnought,Caio Duilio Class,,11837,3ª Squadriglia corazzata,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Aquila,light_carrier,ship_hull_carrier_conversion_mc,Aquila Class,,11837,3ª Squadriglia portaerei,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Sparviero,light_carrier,ship_hull_carrier_conversion_tp,Sparviero Class,,11837,3ª Squadriglia portaerei,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Costanzo Ciano,light_cruiser,ship_hull_cruiser_3,Costanzo Ciano Class,,11837,3ª Squadriglia portaerei,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Venezia,light_cruiser,ship_hull_cruiser_3,Costanzo Ciano Class,,11837,3ª Squadriglia portaerei,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Comandante Novaro,destroyer,ship_hull_light_3,Comandanti Medaglie d'Oro Class,,11837,3ª Squadriglia portaerei,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Comandante Rodocanacchi,destroyer,ship_hull_light_3,Comandanti Medaglie d'Oro Class,,11837,3ª Squadriglia portaerei,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Comandante Ruta,destroyer,ship_hull_light_3,Comandanti Medaglie d'Oro Class,,11837,3ª Squadriglia portaerei,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Comandante Toscano,destroyer,ship_hull_light_3,Comandanti Medaglie d'Oro Class,,11837,3ª Squadriglia portaerei,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Generale Antonio Cantore,destroyer,ship_hull_light_0_old,Generale Class,,4014,1ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Carabina,frigate,ship_hull_frigate_1,Gabbiano [Scimitarra] Class,,4014,1ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Clava,frigate,ship_hull_frigate_1,Gabbiano [Scimitarra] Class,,4014,1ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Colubrina,frigate,ship_hull_frigate_1,Gabbiano [Scimitarra] Class,,4014,1ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Zagaglia,frigate,ship_hull_frigate_1,Gabbiano [Scimitarra] Class,,4014,1ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Scimitarra,frigate,ship_hull_frigate_1,Gabbiano [Scimitarra] Class,,4014,1ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Scure,frigate,ship_hull_frigate_1,Gabbiano [Scimitarra] Class,,4014,1ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Spingarda,frigate,ship_hull_frigate_1,Gabbiano [Scimitarra] Class,,4014,1ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Baionetta,frigate,ship_hull_frigate_1,Gabbiano [Scimitarra] Class,,4014,1ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Generale Antonino Cascino,destroyer,ship_hull_light_0_old,Generale Class,,6973,2ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Tersicore,frigate,ship_hull_frigate_1,Gabbiano [Artimede] Class,,6973,2ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Bombarda,frigate,ship_hull_frigate_1,Gabbiano [Artimede] Class,,6973,2ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Driade,frigate,ship_hull_frigate_1,Gabbiano [Artimede] Class,,6973,2ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Berenice,frigate,ship_hull_frigate_1,Gabbiano [Artimede] Class,,6973,2ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Fenice,frigate,ship_hull_frigate_1,Gabbiano [Artimede] Class,,6973,2ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Flora,frigate,ship_hull_frigate_1,Gabbiano [Artimede] Class,,6973,2ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Persefone,frigate,ship_hull_frigate_1,Gabbiano [Artimede] Class,,6973,2ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Pomona,frigate,ship_hull_frigate_1,Gabbiano [Artimede] Class,,6973,2ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Minerva,frigate,ship_hull_frigate_1,Gabbiano [Artimede] Class,,6973,2ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Generale Antonino Chinotto,destroyer,ship_hull_light_0_old,Generale Class,,7059,3ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Artimede,frigate,ship_hull_frigate_1,Gabbiano [Artimede] Class,,7059,3ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Urania,frigate,ship_hull_frigate_1,Gabbiano [Artimede] Class,,7059,3ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Euterpe,frigate,ship_hull_frigate_1,Gabbiano [Artimede] Class,,7059,3ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Euridice,frigate,ship_hull_frigate_1,Gabbiano [Artimede] Class,,7059,3ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Egeria,frigate,ship_hull_frigate_1,Gabbiano [Artimede] Class,,7059,3ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Chimera,frigate,ship_hull_frigate_1,Gabbiano [Artimede] Class,,7059,3ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Sibilla,frigate,ship_hull_frigate_1,Gabbiano [Artimede] Class,,7059,3ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Sfinge,frigate,ship_hull_frigate_1,Gabbiano [Artimede] Class,,7059,3ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Danaide,frigate,ship_hull_frigate_1,Gabbiano [Artimede] Class,,7059,3ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Generale Carlo Montanari,destroyer,ship_hull_light_0_old,Generale Class,,10074,4ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Ape,frigate,ship_hull_frigate_1,Gabbiano [Ape] Class,,10074,4ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Vespa,frigate,ship_hull_frigate_1,Gabbiano [Ape] Class,,10074,4ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Cavalletta,frigate,ship_hull_frigate_1,Gabbiano [Ape] Class,,10074,4ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Calabrone,frigate,ship_hull_frigate_1,Gabbiano [Ape] Class,,10074,4ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Crisalide,frigate,ship_hull_frigate_1,Gabbiano [Ape] Class,,10074,4ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Grillo,frigate,ship_hull_frigate_1,Gabbiano [Ape] Class,,10074,4ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Cocciniglia,frigate,ship_hull_frigate_1,Gabbiano [Ape] Class,,10074,4ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Cicala,frigate,ship_hull_frigate_1,Gabbiano [Ape] Class,,10074,4ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Maggiolino,frigate,ship_hull_frigate_1,Gabbiano [Ape] Class,,10074,4ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Generale Achille Papa,destroyer,ship_hull_light_0_old,Generale Class,,6891,5ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Antilope,frigate,ship_hull_frigate_1,Gabbiano [Antilope] Class,,6891,5ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Alce,frigate,ship_hull_frigate_1,Gabbiano [Antilope] Class,,6891,5ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Camoscio,frigate,ship_hull_frigate_1,Gabbiano [Antilope] Class,,6891,5ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Capriolo,frigate,ship_hull_frigate_1,Gabbiano [Antilope] Class,,6891,5ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Gazzella,frigate,ship_hull_frigate_1,Gabbiano [Antilope] Class,,6891,5ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
ITA,Stambecco,frigate,ship_hull_frigate_1,Gabbiano [Antilope] Class,,6891,5ª Squadriglia Fregate,11837,Forze da Pattugliamento per la Sorveglianza e la Difesa Costiera
