Section,create_equipment_variant,name,type,name_group,parent_version,design_team,obsolete,icon,ship_mtg_naval_range_upgrade,ship_mtg_armor_sub_upgrade,ship_mtg_engine_upgrade,ship_mtg_armor_upgrade,ship_anti_air_upgrade,ship_mtg_mid_engine_upgrade,ship_mtg_light_engine_upgrade,ship_mtg_carrier_engine_upgrade,ship_mtg_deck_space_upgrade,ship_mtg_hevy_engine_upgrade,ship_ASW_upgrade,ship_mtg_sp_hevy_engine_upgrade,submarine_mtg_engine_upgrade,mid_1_custom_slot,fixed_ship_deck_slot_2,fixed_ship_anti_air_slot,fixed_ship_battery_slot,rear_1_custom_slot,fixed_ship_engine_slot,fixed_ship_torpedo_slot,mid_2_custom_slot,front_1_custom_slot,fixed_ship_radar_slot,fixed_ship_torpedo_depth_charge_slot,fixed_ship_deck_slot_1,fixed_ship_fire_control_system_slot,fixed_ship_armor_slot,fixed_ship_secondaries_slot
siam_navy,create_equipment_variant,Chakri Naruebet Class,ship_hull_carrier_1,SIA_HISTORICAL_CV,,,,,6,5,3,6
siam_navy,create_equipment_variant,Great Pleiades Class,ship_hull_cruiser_coastal_defense_ship_2,SIA_HISTORICAL_BB,,,,,10,10,7,,
siam_navy,create_equipment_variant,Dhonburi Class,ship_hull_cruiser_coastal_defense_ship_1,SIA_HISTORICAL_BB,,,,,8,6,10,,
siam_navy,create_equipment_variant,Sri Ayuthia Class,ship_hull_cruiser_2,SIA_HISTORICAL_CA,0,,,,4,5,8,,
siam_navy,create_equipment_variant,Doi Ang Khang Class,ship_hull_cruiser_1,SIA_HISTORICAL_CA,0,,,,4,5,8,,
siam_navy,create_equipment_variant,Phu Kradueng Class,ship_hull_cruiser_1,SIA_HISTORICAL_CA,0,,,,4,6,8,,
siam_navy,create_equipment_variant,Taksin Class,ship_hull_cruiser_1,SIA_HISTORICAL_CL,0,,,,3,,3,,
siam_navy,create_equipment_variant,Bali Class,ship_hull_cruiser_2,SIA_HISTORICAL_CL,0,,,,3,2,4,,
siam_navy,create_equipment_variant,Maeklong Class,ship_hull_frigate_2,SIA_HISTORICAL_DD,,,,,10,10,,5,,,,5
siam_navy,create_equipment_variant,Phra Ruang Class,ship_hull_light_0,SIA_HISTORICAL_DD,,,,,6,,0,,,5,,,
siam_navy,create_equipment_variant,Prap Porapak Class,ship_hull_light_1,SIA_HISTORICAL_DD,,,,,4,,1,,,5,,,
siam_navy,create_equipment_variant,Kechon Class,ship_hull_light_1,SIA_HISTORICAL_DD,,,,,5,,2,,,6,,,
siam_navy,create_equipment_variant,Ratnakosindra Class,ship_hull_micro,,,,,,8,8,,,,,,,
siam_navy,create_equipment_variant,Trad Class,ship_hull_frigate_2,SIA_HISTORICAL_DD,,,,,10,8,,3,,,,,3
siam_navy,create_equipment_variant,Sua Thayan Chon Class,ship_hull_frigate_2,SIA_HISTORICAL_DD,,,,,10,8,,2,,,,,5
siam_navy,create_equipment_variant,Sriya Monthon Class,ship_hull_frigate_2,SIA_HISTORICAL_DD,,,,,10,8,,2,,,,,5
siam_navy,create_equipment_variant,Matchanu Class,ship_hull_submarine_1,PHI_HISTORICAL_SS,0,,,,2,,,,,,,,,4
siam_navy,create_equipment_variant,Sunthorn Phu Class,ship_hull_cruiser_submarine,SIA_HISTORICAL_SS,0,,,,5,,,,,,,,,3
china_navy,create_equipment_variant,U-Boot Class VIIC/41,ship_hull_submarine_2,GER_HISTORICAL_SS,0,,,,7,4,,6,,,,,,,,5
chile_navy,create_equipment_variant,Ministro Zenteno Class,ship_hull_cruiser_2,CHL_HISTORICAL_CL,,,,GFX_Brooklyn,5,,,4,,5,,,,,,
chile_navy,create_equipment_variant,Constitución Class,ship_hull_carrier_conversion_ca_2,CHL_HISTORICAL_CV,0,,,GFX_Independence,5,,,0,,,,,2,,,
chile_navy,create_equipment_variant,Almirante Cochrane Class,ship_hull_cruiser_1,CHL_HISTORICAL_CA,,,,GFX_Pensacola,5,,,3,,5,,,,,,
chile_navy,create_equipment_variant,Esmeralda Class,ship_hull_heavy_0,CHL_HISTORICAL_BB,,,,GFX_NewYork,2,,,3,,,,,,4,,
chile_navy,create_equipment_variant,H1 Class,ship_hull_submarine_1,CHL_HISTORICAL_SS,0,,,GFX_HOLAND,,,,,,,,,,,,2
chile_navy,create_equipment_variant,General Baquedano Class,ship_hull_light_3,CHL_HISTORICAL_DD,,,,,10,,,3,,,2,,,,,
chile_navy,create_equipment_variant,Capitán O'Brien Class,ship_hull_submarine_1,CHL_HISTORICAL_SS,0,,,GFX_O_class_ss,3,,,,,,,,,,,3
chile_navy,create_equipment_variant,Almirante Williams Class,ship_hull_light_3,CHL_HISTORICAL_DD,,,,GFX_Fletcher,3,,,1,,,8,,,,,
chile_navy,create_equipment_variant,Almirante Lynch Class,ship_hull_light_1,CHL_HISTORICAL_DD,0,,,GFX_Almirante_Lynch,4,,,2,,,2,,,,,
chile_navy,create_equipment_variant,Serrano Class,ship_hull_light_1,CHL_HISTORICAL_DD,0,,,GFX_Serrano,7,,,2,,,3,,,,,
chile_navy,create_equipment_variant,O'Higgins Class,ship_hull_cruiser_armored_cruiser,CHL_HISTORICAL_CA,0,,,GFX_OHiggins,4,,,4,,3,,,,,,
chile_navy,create_equipment_variant,Chacabuco Class,ship_hull_cruiser_defenced_cruiser,CHL_HISTORICAL_CL,0,,,,4,,,2,,2,,,,,,
chile_navy,create_equipment_variant,Almirante Latorre Class,ship_hull_heavy_0,CHL_HISTORICAL_BB,0,,,,,,,5,,,,,,4,,
east_africa_navy,create_equipment_variant,Luigi Cadorna Class,ship_hull_cruiser_1,ITA_HISTORICAL_CL,0,,,,0,,,0,,5,,,,,,
east_africa_navy,create_equipment_variant,Alberto di Giussano Class,ship_hull_cruiser_1,ITA_HISTORICAL_CL,0,,,,0,,,0,,5,,,,,,
east_africa_navy,create_equipment_variant,Nazario Sauro Class,ship_hull_light_0,ITA_HISTORICAL_DD,0,,,,,,,,,,3,,,,,
east_africa_navy,create_equipment_variant,Soldati Class,ship_hull_light_1,ITA_HISTORICAL_DD,0,,,,1,,,,,,3,,,,,
east_africa_navy,create_equipment_variant,Archimede Class,ship_hull_submarine_1,ITA_HISTORICAL_SS,0,,,,18,,,,,,,,,,,0
east_africa_navy,create_equipment_variant,Brin Class,ship_hull_submarine_1,ITA_HISTORICAL_SS,0,,,,2,,,,,,,,,,,4
east_africa_navy,create_equipment_variant,Adua Class,ship_hull_submarine_1,ITA_HISTORICAL_SS,0,,,,5,,,,,,,,,,,1
east_africa_navy,create_equipment_variant,Perla Class,ship_hull_submarine_1,ITA_HISTORICAL_SS,0,,,,4,,,,,,,,,,,1
germany_navy,create_equipment_variant,Graf Zeppelin Class,ship_hull_carrier_0,GER_HISTORICAL_CV,0,,,,3,,,2,,,,5,,,,
germany_navy,create_equipment_variant,Europa Class,ship_hull_carrier_conversion_mc,GER_HISTORICAL_CV,0,,,,3,,,2,,,,5,,,,
germany_navy,create_equipment_variant,Jade Class,ship_hull_carrier_conversion_mc,GER_HISTORICAL_CV,0,,,,5,,,3,,,,2,,,,
germany_navy,create_equipment_variant,Deutschland Class,ship_hull_cruiser_panzerschiff,GER_HISTORICAL_CA,0,,,,3,,,2,,5,,,,,,
germany_navy,create_equipment_variant,Scharnhorst Class,ship_hull_heavy_0,GER_HISTORICAL_BC,0,,,,5,,,2,,,,,,7,,
germany_navy,create_equipment_variant,Mackensen Class,ship_hull_heavy_1,GER_HISTORICAL_BC,0,,,,5,,,2,,,,,,7,,
germany_navy,create_equipment_variant,Bismarck Class,ship_hull_heavy_1,GER_HISTORICAL_BC,0,,,,3,,,2,,,,,,7,,
germany_navy,create_equipment_variant,Derfflinger Class,ship_hull_heavy_1,GER_HISTORICAL_BB,0,,,,3,,,2,,,,,,7,,
germany_navy,create_equipment_variant,Friedrich der Grose Class,ship_hull_super_heavy_1,GER_HISTORICAL_BB,0,,,,20,,,0,,,,,,3,,
germany_navy,create_equipment_variant,Ulrich von Hutten Class,ship_GER_hull_super_heavy_1,GER_HISTORICAL_BB,0,,,,5,,,0,,,,,,4,,5,
germany_navy,create_equipment_variant,Admiral Hipper Class,ship_hull_cruiser_2,GER_HISTORICAL_CA,0,,,,2,,,3,,5,,,,,,,
germany_navy,create_equipment_variant,Emden Class,ship_hull_cruiser_1,GER_HISTORICAL_CL,0,,,GFX_Emden,1,,,,,3,,,,,,,
germany_navy,create_equipment_variant,Königsberg Class,ship_hull_cruiser_1,GER_HISTORICAL_CL,0,,,GFX_Konigsberg,1,,,,,3,,,,,,,
germany_navy,create_equipment_variant,Leipzig Class,ship_hull_cruiser_1,GER_HISTORICAL_CL,0,,,,1,,,,,3,,,,,,,
germany_navy,create_equipment_variant,Nixe Class,ship_hull_cruiser_1,GER_HISTORICAL_CL,0,,,GFX_Nixe,1,,,,,3,,,,,,,
germany_navy,create_equipment_variant,Augusta Class,ship_hull_cruiser_2,GER_HISTORICAL_CL,0,,,,1,,,,,3,,,,,,,
germany_navy,create_equipment_variant,Bielefeld Class,ship_hull_cruiser_2,GER_HISTORICAL_CL,0,,,,1,,,,,3,,,,,,,
germany_navy,create_equipment_variant,München Class,ship_hull_cruiser_2,GER_HISTORICAL_CL,0,,,,1,,,,,3,,,,,,,
germany_navy,create_equipment_variant,Arcona Class,ship_hull_cruiser_scout_cruiser,GER_HISTORICAL_CL,0,,,,4,,,,,6,,,,,,,
germany_navy,create_equipment_variant,Z1 Class,ship_hull_light_0,GER_HISTORICAL_DD,0,,,,2,,,,,,2,,,,,,
germany_navy,create_equipment_variant,Z5 Class,ship_hull_light_1,GER_HISTORICAL_DD,0,,,,3,,,,,,3,,,,,,
germany_navy,create_equipment_variant,Z17 Class,ship_hull_light_2,GER_HISTORICAL_DD,,,,,3,,,,,,5,,,,,,
germany_navy,create_equipment_variant,Z23 Class,ship_hull_light_3,GER_HISTORICAL_DD,0,,,,3,,,,,,5,,,,,,
germany_navy,create_equipment_variant,Z35 Class,ship_hull_light_3,GER_HISTORICAL_DD,0,,,,3,,,,,,5,,,,,,
germany_navy,create_equipment_variant,Z46 Class,ship_hull_light_3,GER_HISTORICAL_DD,0,,,,3,,,,,,5,,,,,,
germany_navy,create_equipment_variant,Z51 Class,ship_hull_light_3,GER_HISTORICAL_DD,0,,,,3,,,,,,5,,,,,,
germany_navy,create_equipment_variant,Z69 Class,ship_hull_light_3,GER_HISTORICAL_DD,0,,,,5,,,,,,7,,,,,,
germany_navy,create_equipment_variant,U-Boot Class IIA,ship_hull_submarine_1,GER_HISTORICAL_SS,0,,,,,1,,,,,,,,,,,2
germany_navy,create_equipment_variant,U-Boot Class XB,ship_hull_submarine_1,GER_HISTORICAL_SS,0,,,,,1,,,,,,,,,,,2
germany_navy,create_equipment_variant,U-Boot Class IIB,ship_hull_submarine_1,GER_HISTORICAL_SS,0,,,,1,1,,,,,,,,,,,2
germany_navy,create_equipment_variant,U-Boot Class IIC,ship_hull_submarine_1,GER_HISTORICAL_SS,0,,,,2,1,,1,,,,,,,,,2
germany_navy,create_equipment_variant,U-Boot Class IID,ship_hull_submarine_1,GER_HISTORICAL_SS,0,,,,4,1,,2,,,,,,,,,3
germany_navy,create_equipment_variant,U-Boot Class VIIA,ship_hull_submarine_2,GER_HISTORICAL_SS,0,,,,5,2,,3,,,,,,,,,3
germany_navy,create_equipment_variant,U-Boot Class VIIB,ship_hull_submarine_2,GER_HISTORICAL_SS,0,,,,7,3,,4,,,,,,,,,4
germany_navy,create_equipment_variant,U-Boot Class VIIC,ship_hull_submarine_2,GER_HISTORICAL_SS,0,,,,7,3,,5,,,,,,,,,4
germany_navy,create_equipment_variant,U-Boot Class U-Flak,ship_hull_submarine_2,GER_HISTORICAL_SS,0,,,,7,3,,5,,,,,,,,,4
germany_navy,create_equipment_variant,U-Boot Class VIIC/41,ship_hull_submarine_2,GER_HISTORICAL_SS,0,,,,7,4,,6,,,,,,,,,5
germany_navy,create_equipment_variant,U-Boot Class VIIC/42,ship_hull_submarine_2,GER_HISTORICAL_SS,0,,,,7,5,,6,,,,,,,,,5
germany_navy,create_equipment_variant,U-Boot Class VIID,ship_hull_submarine_2,GER_HISTORICAL_SS,0,,,,8,3,,5,,,,,,,,,4
germany_navy,create_equipment_variant,U-Boot Class XVIIB,ship_hull_submarine_2,GER_HISTORICAL_SS,0,,,,3,3,,5,,,,,,,,,6
germany_navy,create_equipment_variant,U-Boot Class XXI,ship_hull_submarine_2,GER_HISTORICAL_SS,0,,,,8,3,,5,,,,,,,,,4
germany_navy,create_equipment_variant,U-Boot Class XXV,ship_hull_submarine_3,GER_HISTORICAL_SS,0,,,,10,5,,5,,,,,,,,,6
germany_navy,create_equipment_variant,U-Boot Class XXIII,ship_hull_miget_sub,GER_HISTORICAL_SS,0,,,,5,5,,5,,,,,,,,,10
germany_navy,create_equipment_variant,U-Boot Class IXA,ship_hull_cruiser_submarine,GER_HISTORICAL_SS,0,,,,8,3,,5,,,,,,,,,4
germany_navy,create_equipment_variant,U-Boot Class IXB,ship_hull_cruiser_submarine,GER_HISTORICAL_SS,0,,,,10,3,,5,,,,,,,,,4
germany_navy,create_equipment_variant,U-Boot Class IXC,ship_hull_cruiser_submarine,GER_HISTORICAL_SS,0,,,,11,4,,5,,,,,,,,,4
germany_navy,create_equipment_variant,U-Boot Class IXC/40,ship_hull_cruiser_submarine,GER_HISTORICAL_SS,0,,,,10,5,,5,,,,,,,,,4
germany_navy,create_equipment_variant,U-Boot Class IXD,ship_hull_cruiser_submarine,GER_HISTORICAL_SS,0,,,,8,5,,5,,,,,,,,,4
germany_navy,create_equipment_variant,U-Boot Class IXD/1,ship_hull_cruiser_submarine,GER_HISTORICAL_SS,0,,,,10,5,,5,,,,,,,,,4
germany_navy,create_equipment_variant,U-Boot Class IXD/2,ship_hull_cruiser_submarine,GER_HISTORICAL_SS,0,,,,10,5,,5,,,,,,,,,5
germany_navy,create_equipment_variant,U-Boot Class IXD/42,ship_hull_cruiser_submarine,GER_HISTORICAL_SS,0,,,,10,5,,5,,,,,,,,,6
india_navy,create_equipment_variant,Vikrant Class,ship_hull_carrier_1,,0,,,,,,,,,,,,,,,,,empty,ship_anti_air_1,ship_anti_air_2,SM_engine_2,empty,ship_radar_2,flush_deck,empty
india_navy,create_equipment_variant,Delhi Class,ship_hull_cruiser_1,,0,,,,,,,,,,,,,,,,,ship_anti_air_2,,ship_anti_air_2,ship_light_battery_2,empty,SM_engine_2,empty,,ship_radar_1,,ship_fire_control_system_0,sm_armor_3,
india_navy,create_equipment_variant,Rajput Class,ship_hull_light_1,,0,,,,,,,,,,,,,,,,,ship_anti_air_1,,ship_anti_air_2,ship_light_battery_1,ship_torpedo_1,SM_engine_2,ship_torpedo_1,,,ship_radar_1,,ship_sonar_1,,
india_navy,create_equipment_variant,Imphal Class,ship_hull_light_2,,0,,,,,,,,,,,,,,,,,ship_torpedo_2,,ship_anti_air_2,ship_light_battery_3,ship_torpedo_2,SM_engine_2,ship_torpedo_2,,,ship_radar_3,,ship_sonar_3,,
india_navy,create_equipment_variant,Kadmatt Class,ship_hull_frigate_1,,0,,,,,,,,,,,,,,,,,,,ship_anti_air_1,ship_light_battery_1,,SM_engine_2,,,,ship_light_1,ship_depth_charge_1,,ship_fire_control_system_1,,
india_navy,create_equipment_variant,Sahyadri Class,ship_hull_frigate_2,,0,,,,,,,,,,,,,,,,,,,ship_anti_air_1,ship_light_battery_1,,SM_engine_2,,,,ship_radar_1,ship_depth_charge_1,,,,
india_navy,create_equipment_variant,Kashmir Class,ship_hull_frigate_2,,0,,,,,,,,,,,,,,,,,,,ship_anti_air_3,ship_light_battery_3,,SM_engine_2,,,,ship_radar_3,ship_torpedo_2,,,,
india_navy,create_equipment_variant,Vagsheer Class,ship_hull_submarine_2,,0,,,,,,,,,,,,,,,,,empty,,,,empty,sub_engine_3,ship_torpedo_sub_1,,ship_torpedo_sub_1,,,,,,
indonesia_navy,create_equipment_variant,Great Pleiades Class,ship_hull_cruiser_coastal_defense_ship_2,INS_HISTORICAL_BB,,,,,10,,,7,,7,,,,,,,,,,,,,,,,,,,,,,
indonesia_navy,create_equipment_variant,Abdul Kadir Class,ship_hull_cruiser_carrier_5,INS_HISTORICAL_CL,,,,,8,,,4,,6,,,0,,,,,,,,,,,,,,,,,,,
indonesia_navy,create_equipment_variant,Diponegoro Class,ship_hull_cruiser_1,INS_HISTORICAL_CA,0,,,,4,,,5,,8,,,,,,,,,,,,,,,,,,,,,,
indonesia_navy,create_equipment_variant,Musi Class,ship_hull_cruiser_1,INS_HISTORICAL_CL,0,,,,3,,,,,5,,,,,,,,,,,,,,,,,,,,,,
indonesia_navy,create_equipment_variant,Pattimura Class,ship_hull_cruiser_2,INS_HISTORICAL_CL,,,,,5,,,2,,5,,,,,,,,,,,,,,,,,,,,,,
indonesia_navy,create_equipment_variant,Gadjah Mada Class,ship_hull_light_0,INS_HISTORICAL_DD,0,,,,15,,,,,,6,,,,,,,,,,,,,,,,,,,,,
indonesia_navy,create_equipment_variant,Hasanuddin Class,ship_hull_light_1,INS_HISTORICAL_DD,0,,,,14,,,,,,5,,,,,,,,,,,,,,,,,,,,,
indonesia_navy,create_equipment_variant,Sawoenggaling Class,ship_hull_light_0,INS_HISTORICAL_DD,0,,,,14,,,,,,6,,,,,,,,,,,,,,,,,,,,,
indonesia_navy,create_equipment_variant,Asahan Class,ship_hull_frigate_2,IND_HISTORICAL_DD,,,,,10,,8,,5,,,,,,7,,,,,,,,,,,,,,,,,
indonesia_navy,create_equipment_variant,Samadikun Class,ship_hull_frigate_1,INS_HISTORICAL_DD,,,,,20,,10,,,,,,,,,,,,,,,,,,,,,,,,,
indonesia_navy,create_equipment_variant,Falcon Class,ship_hull_frigate_1,INS_HISTORICAL_DD,0,,,,8,,10,,,,,,,,,,,,,,,,,,,,,,,,,
ireland_navy,create_equipment_variant,Flower Class,ship_hull_frigate_1,,,,,GFX_Flower,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Yaeyama Class,ship_hull_cruiser_4,JAP_MINELAYERS_HISTORICAL,,,,,8,,,4,,6,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Nagato Class,ship_hull_heavy_1,JAP_HISTORICAL_BB,0,,,GFX_Nagato,6,,,2,,,,,,4,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Yamato Class,ship_hull_super_heavy_1,JAP_HISTORICAL_BB,0,,,,8,,,7,,,,,,6,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Shinano Class,ship_hull_super_heavy_1,JAP_HISTORICAL_BB,0,,,,8,,,7,,,,,,6,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Kumotori Class,ship_hull_heavy_2,JAP_MOUNTAIN,0,,,,7,,,6,,,,,,3,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Chichibu Class,ship_hull_heavy_2,JAP_MOUNTAIN,0,,,,7,,,6,,,,,,4,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Masyuu Class,ship_hull_CB,JAP_LAKES,,,,,15,,,20,,6,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Kasado Class,ship_hull_cruiser_4,JAP_DE_HISTORICAL,,,,,8,,,4,,3,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Atsuta Class,ship_hull_cruiser_4,JAP_TV,,,,,6,,,4,,4,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Akagi Class,ship_hull_carrier_conversion_bb,JAP_HISTORICAL_CV,,,,,8,,,5,,,,7,4,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Kaga Class,ship_hull_carrier_conversion_bb,JAP_HISTORICAL_CV,,,,,8,,,6,,,,7,5,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Taihou Class,ship_hull_carrier_3,JAP_HISTORICAL_CV,,,,,10,,,10,,,,7,5,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Houou Class,ship_hull_carrier_3,JAP_HISTORICAL_CV,,,,,10,,,5,,,,5,5,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Tosa Class,ship_hull_carrier_conversion_shbb,JAP_HISTORICAL_BB,,,,,10,,,11,,,,,5,3,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Syokaku Class,ship_hull_carrier_1,JAP_HISTORICAL_CV,,,,,9,,,5,,,,7,5,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Kurama Class,ship_hull_carrier_2,JAP_MOUNTAIN,,,,,5,,,5,,,,5,5,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Ryujyo Class,ship_hull_light_carrier_2,JAP_HISTORICAL_CVL,,,,,5,,,2,,,,4,3,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Takao Class,ship_hull_cruiser_2,JAP_MOUNTAIN,,,,,5,,,3,,5,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Mogami Class,ship_hull_cruiser_2,JAP_RIVER,,,,,5,,,4,,5,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Tone Class,ship_hull_cruiser_carrier_5,JAP_RIVER,,,,,8,,,4,,6,,,2,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Ibuki Class,ship_hull_cruiser_3,JAP_MOUNTAIN,,,,,6,,,5,,5,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Daisetsu Class,ship_hull_cruiser_4,JAP_MOUNTAIN,,,,,10,,,5,,5,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Jyounen Class,ship_hull_cruiser_4,JAP_MOUNTAIN,,,,,7,,,6,,7,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Takatsuma Class,ship_hull_cruiser_4,JAP_MOUNTAIN,,,,,10,,,4,,6,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Agano Class,ship_hull_cruiser_2,JAP_RIVER,,,,,5,,,2,,5,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Oyodo Class,ship_hull_cruiser_3,JAP_RIVER,,,,,6,,,3,,5,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Tenryu Class,ship_hull_cruiser_4,JAP_RIVER,,,,,10,,,3,,3,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Koise Class,ship_hull_cruiser_4,JAP_RIVER,,,,,10,,,5,,4,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Yoneshiro Class,ship_hull_cruiser_4,JAP_RIVER,,,,,6,,,2,,7,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Tsurumi Class,ship_hull_torpedo_cruiser_2,JAP_RIVER,,,,,15,,,7,,5,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Amatsuki Class,ship_hull_cruiser_4,JAP_RIVER,,,,,10,,,5,,4,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Nagara Class,ship_hull_cruiser_4,JAP_RIVER,,,,,10,,,5,,3,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Kuji Class,ship_hull_cruiser_4,JAP_RIVER,,,,,10,,,5,,5,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Suzuka Class,ship_hull_cruiser_4,JAP_RIVER,,,,,6,,,6,,8,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Yura Class,ship_hull_cruiser_4,JAP_RIVER,,,,,8,,,6,,4,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Katori Class,ship_hull_cruiser_2,JAP_RIVER,,,,,5,,,2,,5,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Akitsushima Class,ship_hull_cruiser_carrier_5,JAP_HISTORICAL_CC,,,,,8,,,4,,6,,,0,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Hayasui Class,ship_hull_cruiser_carrier_5,JAP_HISTORICAL_CC,,,,,10,,,4,,6,,,0,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Nissin Class,ship_hull_cruiser_carrier_5,JAP_HISTORICAL_CC,,,,,8,,,4,,6,,,2,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Syunkou Class,ship_hull_cruiser_carrier_6,JAP_HISTORICAL_CC,,,,,8,,,6,,7,,,6,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Okinoshima Class,ship_hull_cruiser_2,JAP_MINELAYERS_HISTORICAL,,,,,8,,,4,,5,,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Reimei Class,ship_hull_cruiser_carrier_6,JAP_HISTORICAL_CC,,,,,8,,,4,,7,,,3,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Kagerou Class,ship_hull_light_3,JAP_HISTORICAL_DD,,,,,5,,,2,,,5,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Asashio Class,ship_hull_light_2,JAP_HISTORICAL_DD,,,,,5,,,2,,,5,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Shimakaze Class,ship_hull_light_3,JAP_WEATHER,,,,,15,,,1,,,10,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Yugumo Class,ship_hull_light_3,JAP_HISTORICAL_DD,,,,,6,,,2,,,6,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Akishimo Class,ship_hull_light_3,JAP_HISTORICAL_DD,,,,,6,,,4,,,8,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Akizuki Class,ship_hull_light_3,JAP_HISTORICAL_DD,,,,,6,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Huyutsuki Class,ship_hull_light_3,JAP_HISTORICAL_DD,,,,,6,,,3,,,7,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Hubuki Class,ship_hull_light_3,JAP_HISTORICAL_DD,,,,,8,,,4,,,8,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Harekaze Class,ship_hull_light_3,JAP_HISTORICAL_DD,,,,,8,,,4,,,8,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Hiiragi Class,ship_hull_light_3,JAP_PLANTS,,,,,8,,,5,,,8,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Matsu Class,ship_hull_light_2,JAP_PLANTS,,,,,4,,,0,,,6,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Tachibana Class,ship_hull_light_2,JAP_PLANTS,,,,,6,,,2,,,7,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Tsuyu Class,ship_hull_light_3,JAP_HISTORICAL_DD,,,,,10,,,4,,,6,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Kochi Class,ship_hull_light_3,JAP_HISTORICAL_DD,,,,,10,,,2,,,5,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Natsukaze Class,ship_hull_light_3,JAP_HISTORICAL_DD,,,,,10,,,5,,,8,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Kiyokaze Class,ship_hull_light_3,JAP_WEATHER,,,,,8,,,5,,,7,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Mutsuki Class,ship_hull_light_3,JAP_HISTORICAL_DD,,,,,8,,,6,,,7,,,,,,,,,,,,,,,,,,,,,
